date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:10:09	59344/59344	---M--	200	added ('OK')	text/css	etag:%226a165410-e7d0%22	https://rre-project.site/dermify/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.1.0	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minbfce.css	(from https://rre-project.site/dermify/)
22:10:10	26702/26702	---M--	200	added ('OK')	text/css	etag:%226a165410-684e%22	https://rre-project.site/dermify/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=4.1.0	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minbfce.css	(from https://rre-project.site/dermify/)
22:10:10	1130/1130	---M--	200	added ('OK')	text/css	etag:%22690de666-46a%22	https://rre-project.site/dermify/wp-content/plugins/template-kit-export/assets/public/template-kit-export-public.css?ver=1.0.23	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/template-kit-export/assets/public/template-kit-export-public982a.css	(from https://rre-project.site/dermify/)
22:10:10	4719/4719	---M--	200	added ('OK')	text/css	etag:%2269f7facb-126f%22	https://rre-project.site/dermify/wp-content/plugins/metform/public/assets/lib/cute-alert/style.css?ver=4.1.4	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/metform/public/assets/lib/cute-alert/styleeda1.css	(from https://rre-project.site/dermify/)
22:10:10	22474/22474	---M--	200	added ('OK')	text/css	etag:%2269f7facb-57ca%22	https://rre-project.site/dermify/wp-content/plugins/metform/public/assets/css/text-editor.css?ver=4.1.4	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/metform/public/assets/css/text-editoreda1.css	(from https://rre-project.site/dermify/)
22:10:10	5496/5496	---M--	200	added ('OK')	text/css	etag:%226a0fb95a-1578%22	https://rre-project.site/dermify/wp-content/themes/hello-elementor/assets/css/reset.css?ver=3.4.9	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/themes/hello-elementor/assets/css/reset08cb.css	(from https://rre-project.site/dermify/)
22:10:11	5097/5097	---M--	200	added ('OK')	text/css	etag:%226a0fb95a-13e9%22	https://rre-project.site/dermify/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.9	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/themes/hello-elementor/assets/css/theme08cb.css	(from https://rre-project.site/dermify/)
22:10:11	7182/7182	---M--	200	added ('OK')	text/css	etag:%226a0fb95a-1c0e%22	https://rre-project.site/dermify/wp-content/themes/hello-elementor/assets/css/header-footer.css?ver=3.4.9	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/themes/hello-elementor/assets/css/header-footer08cb.css	(from https://rre-project.site/dermify/)
22:10:11	15738/15738	---M--	200	added ('OK')	text/css	etag:%226a168e2b-3d7a%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/elementor/css/post-24.css?ver=1779863083	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/elementor/css/post-244f34.css	(from https://rre-project.site/dermify/)
22:10:11	4764/4764	---M--	200	added ('OK')	text/css	etag:%22694e65df-129c%22	https://rre-project.site/dermify/wp-content/plugins/gum-elementor-addon//css/owl.carousel.css?ver=7.0	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/gum-elementor-addon/css/owl.carousel8717.css	(from https://rre-project.site/dermify/)
22:10:11	77/77	---M--	200	added ('OK')	text/css	etag:%226a16540f-4d%22	https://rre-project.site/dermify/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=4.1.0	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.minbfce.css	(from https://rre-project.site/dermify/)
22:10:12	560/560	---M--	200	added ('OK')	text/css	etag:%226a16540e-230%22	https://rre-project.site/dermify/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=4.1.0	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementor/assets/css/widget-heading.minbfce.css	(from https://rre-project.site/dermify/)
22:10:12	214/214	---M--	200	added ('OK')	text/css	etag:%226a16540e-d6%22	https://rre-project.site/dermify/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=4.1.0	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementor/assets/css/widget-image.minbfce.css	(from https://rre-project.site/dermify/)
22:10:12	10255/10255	---M--	200	added ('OK')	text/css	etag:%226a16540e-280f%22	https://rre-project.site/dermify/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=4.1.0	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementor/assets/css/widget-icon-list.minbfce.css	(from https://rre-project.site/dermify/)
22:10:13	115844/115844	---M--	200	added ('OK')	text/css	etag:%2269f7facb-1c484%22	https://rre-project.site/dermify/wp-content/plugins/metform/public/assets/css/metform-ui.css?ver=4.1.4	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/metform/public/assets/css/metform-uieda1.css	(from https://rre-project.site/dermify/)
22:10:13	26445/26445	---M--	200	added ('OK')	text/css	etag:%2269f7facb-674d%22	https://rre-project.site/dermify/wp-content/plugins/metform/public/assets/css/style.css?ver=4.1.4	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/metform/public/assets/css/styleeda1.css	(from https://rre-project.site/dermify/)
22:10:13	4258/4258	---M--	200	added ('OK')	text/css	etag:%226a16540e-10a2%22	https://rre-project.site/dermify/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=4.1.0	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementor/assets/css/widget-divider.minbfce.css	(from https://rre-project.site/dermify/)
22:10:13	16471/16471	---M--	200	added ('OK')	text/css	etag:%226a165410-4057%22	https://rre-project.site/dermify/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://rre-project.site/dermify/)
22:10:13	5486/5486	---M--	200	added ('OK')	text/css	etag:%226a16540e-156e%22	https://rre-project.site/dermify/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=4.1.0	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.minbfce.css	(from https://rre-project.site/dermify/)
22:10:14	4726/4726	---M--	200	added ('OK')	text/css	etag:%226a16540e-1276%22	https://rre-project.site/dermify/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=4.1.0	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementor/assets/css/widget-icon-box.minbfce.css	(from https://rre-project.site/dermify/)
22:10:14	753/753	---M--	200	added ('OK')	text/css	etag:%226a16540e-2f1%22	https://rre-project.site/dermify/wp-content/plugins/elementor/assets/css/widget-counter.min.css?ver=4.1.0	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementor/assets/css/widget-counter.minbfce.css	(from https://rre-project.site/dermify/)
22:10:14	5110/5110	---M--	200	added ('OK')	text/css	etag:%226a16540e-13f6%22	https://rre-project.site/dermify/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=4.1.0	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementor/assets/css/widget-social-icons.minbfce.css	(from https://rre-project.site/dermify/)
22:10:14	6713/6713	---M--	200	added ('OK')	text/css	etag:%226a16540e-1a39%22	https://rre-project.site/dermify/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min.css?ver=4.1.0	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.minbfce.css	(from https://rre-project.site/dermify/)
22:10:15	279047/279047	---M--	200	added ('OK')	text/css	etag:%226a168e2c-44207%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/elementor/css/post-130.css?ver=1779863084	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/elementor/css/post-130cbcb.css	(from https://rre-project.site/dermify/)
22:10:15	30348/30348	---M--	200	added ('OK')	text/css	etag:%226a0d18cf-768c%22	https://rre-project.site/dermify/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.9.6	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive5219.css	(from https://rre-project.site/dermify/)
22:10:15	469785/469785	---M--	200	added ('OK')	text/css	etag:%226a0d18cf-72b19%22	https://rre-project.site/dermify/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.9.6	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles5219.css	(from https://rre-project.site/dermify/)
22:10:15	83510/83510	---M--	200	added ('OK')	text/css	etag:%226a0d18cf-14636%22	https://rre-project.site/dermify/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.9.6	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons5219.css	(from https://rre-project.site/dermify/)
22:10:15	15073/15073	---M--	200	added ('OK')	application/javascript	etag:%226a165410-3ae1%22	https://rre-project.site/dermify/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=4.1.0	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minbfce.js	(from https://rre-project.site/dermify/)
22:10:15	87553/87553	---M--	200	added ('OK')	application/javascript	etag:%2264ecd5ef-15601%22	https://rre-project.site/dermify/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-includes/js/jquery/jquery.minf43b.js	(from https://rre-project.site/dermify/)
22:10:16	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%226482bd64-3509%22	https://rre-project.site/dermify/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://rre-project.site/dermify/)
22:10:16	161/161	---M--	200	added ('OK')	application/javascript	etag:%22690de666-a1%22	https://rre-project.site/dermify/wp-content/plugins/template-kit-export/assets/public/template-kit-export-public.js?ver=1.0.23	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/template-kit-export/assets/public/template-kit-export-public982a.js	(from https://rre-project.site/dermify/)
22:10:16	689/689	---M--	200	added ('OK')	application/javascript	etag:%22694e65df-2b1%22	https://rre-project.site/dermify/wp-content/plugins/gum-elementor-addon/js/allscripts.js?ver=1.0	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/gum-elementor-addon/js/allscripts5152.js	(from https://rre-project.site/dermify/)
22:10:16	42766/42766	---M--	200	added ('OK')	application/javascript	etag:%22694e65df-a70e%22	https://rre-project.site/dermify/wp-content/plugins/gum-elementor-addon//js/owl.carousel.min.js?ver=2.2.1	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/gum-elementor-addon/js/owl.carousel.min77e6.js	(from https://rre-project.site/dermify/)
22:10:17	1992/1992	---M--	200	added ('OK')	application/javascript	etag:%22694e65df-7c8%22	https://rre-project.site/dermify/wp-content/plugins/gum-elementor-addon/js/price-table.js?ver=1.0	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/plugins/gum-elementor-addon/js/price-table5152.js	(from https://rre-project.site/dermify/)
22:10:17	185056/185056	---MC-	200	added ('OK')	application/json	date:Wed,%2027%20May%202026%2015:10:47%20GMT	https://rre-project.site/dermify/wp-json/wp/v2/pages/130	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-json/wp/v2/pages/130.json	(from https://rre-project.site/dermify/)
22:10:17	858/858	---MC-	200	added ('OK')	text/xml	date:Wed,%2027%20May%202026%2015:10:48%20GMT	https://rre-project.site/dermify/xmlrpc.php?rsd	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/xmlrpc0db0.php	(from https://rre-project.site/dermify/)
22:10:17	294674/294674	---MC-	200	added ('OK')	application/json	date:Wed,%2027%20May%202026%2015:10:47%20GMT	https://rre-project.site/dermify/wp-json/	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-json/index.html	(from https://rre-project.site/dermify/)
22:10:18	24393/24393	---M--	200	added ('OK')	image/png	etag:%2269c0cbc8-5f49%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/logo-22-1024x238.png	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/logo-22-1024x238.png	(from https://rre-project.site/dermify/)
22:10:18	30051/30051	---M--	200	added ('OK')	image/png	etag:%2269c0cbc8-7563%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/logo-22.png	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/logo-22.png	(from https://rre-project.site/dermify/)
22:10:18	58823/58823	---M--	200	added ('OK')	image/jpeg	etag:%2269b8e209-e5c7%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/collage-of-happy-multiracial-people-faces-on-gray2-UBNG9AE.jpg	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/collage-of-happy-multiracial-people-faces-on-gray2-UBNG9AE.jpg	(from https://rre-project.site/dermify/)
22:10:18	54589/54589	---M--	200	added ('OK')	image/jpeg	etag:%2269b8e20a-d53d%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/collage-of-happy-multiracial-people-faces-on-gray6-UBNG9AE.jpg	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/collage-of-happy-multiracial-people-faces-on-gray6-UBNG9AE.jpg	(from https://rre-project.site/dermify/)
22:10:19	62876/62876	---M--	200	added ('OK')	image/jpeg	etag:%2269b8e222-f59c%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/collage-of-happy-multiracial-people-faces-on-gray9-UBNG9AE.jpg	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/collage-of-happy-multiracial-people-faces-on-gray9-UBNG9AE.jpg	(from https://rre-project.site/dermify/)
22:10:19	64082/64082	---M--	200	added ('OK')	image/jpeg	etag:%2269b8e20a-fa52%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/collage-of-happy-multiracial-people-faces-on-gray8-UBNG9AE.jpg	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/collage-of-happy-multiracial-people-faces-on-gray8-UBNG9AE.jpg	(from https://rre-project.site/dermify/)
22:10:19	19549/19549	---M--	200	added ('OK')	image/png	etag:%2269c0b8dc-4c5d%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client1d.png	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client1d.png	(from https://rre-project.site/dermify/)
22:10:19	143094/143094	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20May%202026%2015:10:49%20GMT	https://rre-project.site/dermify/about/	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/about/index.html	(from https://rre-project.site/dermify/)
22:10:19	16891/16891	---M--	200	added ('OK')	image/png	etag:%2269c0ba12-41fb%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client12d.png	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client12d.png	(from https://rre-project.site/dermify/)
22:10:19	18146/18146	---M--	200	added ('OK')	image/png	etag:%2269c0ba12-46e2%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client10d.png	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client10d.png	(from https://rre-project.site/dermify/)
22:10:20	14047/14047	---M--	200	added ('OK')	image/png	etag:%2269c0ba12-36df%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client9d.png	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client9d.png	(from https://rre-project.site/dermify/)
22:10:20	21407/21407	---M--	200	added ('OK')	image/png	etag:%2269c0ba11-539f%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client8d.png	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client8d.png	(from https://rre-project.site/dermify/)
22:10:20	124490/124490	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20May%202026%2015:10:50%20GMT	https://rre-project.site/dermify/services/	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/services/index.html	(from https://rre-project.site/dermify/)
22:10:20	15393/15393	---M--	200	added ('OK')	image/png	etag:%2269c0ba11-3c21%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client7d.png	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client7d.png	(from https://rre-project.site/dermify/)
22:10:20	21479/21479	---M--	200	added ('OK')	image/png	etag:%2269c0ba11-53e7%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client6d.png	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client6d.png	(from https://rre-project.site/dermify/)
22:10:21	18267/18267	---M--	200	added ('OK')	image/png	etag:%2269c0ba11-475b%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client5d.png	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client5d.png	(from https://rre-project.site/dermify/)
22:10:21	24429/24429	---M--	200	added ('OK')	image/png	etag:%2269c0ba10-5f6d%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client4d.png	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client4d.png	(from https://rre-project.site/dermify/)
22:10:21	103040/103040	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20May%202026%2015:10:51%20GMT	https://rre-project.site/dermify/service-details/	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/service-details/index.html	(from https://rre-project.site/dermify/)
22:10:21	38181/38181	---M--	200	added ('OK')	image/png	etag:%2269c0ba10-9525%22	https://rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client3d.png	C:/Users/Hoang%20Minh/OneDrive/Documents/Minh_SE2014_2025/SWP299/web/SWP391_GroupC/web-temp/rre-project.site/dermify/wp-content/uploads/sites/20/2026/03/client3d.png	(from https://rre-project.site/dermify/)
